sample-1_4_157545	sample-1_4_157545	100.000	157545	0	0	1	157545	1	157545	0.0	2.909e+05	157545	157545
sample-1_4_157545	sample-1_4_157545	98.828	256	3	0	157290	157545	1	256	5.79e-126	457	157545	157545
sample-1_4_157545	sample-1_4_157545	98.828	256	3	0	1	256	157290	157545	5.79e-126	457	157545	157545
sample-1_4_157545	sample-1_4_157545	100.000	38	0	0	31227	31264	31014	31051	8.82e-10	71.3	157545	157545
sample-1_4_157545	sample-1_4_157545	100.000	38	0	0	31014	31051	31227	31264	8.82e-10	71.3	157545	157545
sample-1_4_157545	sample-1_7_152939	99.150	33526	254	20	1	33500	1	33521	0.0	60303	157545	152939
sample-1_4_157545	sample-1_7_152939	94.638	16151	796	50	93786	109909	93825	109932	0.0	24964	157545	152939
sample-1_4_157545	sample-1_7_152939	96.483	7989	246	30	149304	157287	144979	152937	0.0	13164	157545	152939
sample-1_4_157545	sample-1_7_152939	95.083	7342	314	23	142019	149335	136119	143438	0.0	11514	157545	152939
sample-1_4_157545	sample-1_7_152939	94.692	6273	297	24	128358	134619	121237	127484	0.0	9707	157545	152939
sample-1_4_157545	sample-1_7_152939	92.391	6650	438	51	71329	77937	72057	78679	0.0	9415	157545	152939
sample-1_4_157545	sample-1_7_152939	94.014	4577	265	7	80916	85488	80907	85478	0.0	6926	157545	152939
sample-1_4_157545	sample-1_7_152939	92.762	4573	299	25	37388	41944	37438	41994	0.0	6582	157545	152939
sample-1_4_157545	sample-1_7_152939	95.027	3097	129	14	33808	36884	33836	36927	0.0	4843	157545	152939
sample-1_4_157545	sample-1_7_152939	91.885	3278	229	21	57492	60760	58049	61298	0.0	4545	157545	152939
sample-1_4_157545	sample-1_7_152939	94.947	2909	134	8	66468	69371	66956	69856	0.0	4545	157545	152939
sample-1_4_157545	sample-1_7_152939	95.483	2546	112	2	85533	88078	85556	88098	0.0	4061	157545	152939
sample-1_4_157545	sample-1_7_152939	88.491	3354	299	57	136238	139541	128843	132159	0.0	3975	157545	152939
sample-1_4_157545	sample-1_7_152939	87.637	3017	323	36	88676	91676	88074	91056	0.0	3459	157545	152939
sample-1_4_157545	sample-1_7_152939	96.513	1950	66	2	111981	113929	110849	112797	0.0	3223	157545	152939
sample-1_4_157545	sample-1_7_152939	88.601	2544	269	20	122717	125249	116112	118645	0.0	3072	157545	152939
sample-1_4_157545	sample-1_7_152939	91.367	2166	170	14	47281	49440	47736	49890	0.0	2948	157545	152939
sample-1_4_157545	sample-1_7_152939	93.077	1921	116	15	49810	51724	50839	52748	0.0	2795	157545	152939
sample-1_4_157545	sample-1_7_152939	91.649	1844	129	21	53059	54889	52847	54678	0.0	2529	157545	152939
sample-1_4_157545	sample-1_7_152939	89.646	1806	149	34	139663	141465	132650	134420	0.0	2265	157545	152939
sample-1_4_157545	sample-1_7_152939	96.012	1354	54	0	116000	117353	113063	114416	0.0	2202	157545	152939
sample-1_4_157545	sample-1_7_152939	91.365	1494	121	5	117359	118848	114617	116106	0.0	2037	157545	152939
sample-1_4_157545	sample-1_7_152939	87.920	1399	148	17	42472	43860	43014	44401	0.0	1628	157545	152939
sample-1_4_157545	sample-1_7_152939	88.204	1314	140	13	79441	80744	79604	80912	0.0	1554	157545	152939
sample-1_4_157545	sample-1_7_152939	96.771	929	30	0	54900	55828	55415	56343	0.0	1550	157545	152939
sample-1_4_157545	sample-1_7_152939	93.819	906	47	9	91695	92595	92244	93145	0.0	1354	157545	152939
sample-1_4_157545	sample-1_7_152939	95.913	783	30	2	126516	127298	119397	120177	0.0	1267	157545	152939
sample-1_4_157545	sample-1_7_152939	93.315	733	48	1	135027	135758	127482	128214	0.0	1081	157545	152939
sample-1_4_157545	sample-1_7_152939	97.083	480	14	0	69390	69869	70184	70663	0.0	809	157545	152939
sample-1_4_157545	sample-1_7_152939	91.709	398	33	0	125279	125676	118994	119391	7.18e-155	553	157545	152939
sample-1_4_157545	sample-1_7_152939	91.218	353	29	2	70443	70794	71174	71525	1.24e-132	479	157545	152939
sample-1_4_157545	sample-1_7_152939	98.828	256	3	0	157290	157545	1	256	5.79e-126	457	157545	152939
sample-1_4_157545	sample-1_7_152939	91.541	331	27	1	78944	79274	79087	79416	2.08e-125	455	157545	152939
sample-1_4_157545	sample-1_7_152939	96.813	251	7	1	135761	136011	128612	128861	2.73e-114	418	157545	152939
sample-1_4_157545	sample-1_7_152939	90.357	280	19	7	49482	49760	50566	50838	4.67e-97	361	157545	152939
sample-1_4_157545	sample-1_7_152939	83.246	191	28	3	120434	120621	146328	146517	2.35e-40	172	157545	152939
sample-1_4_157545	sample-1_7_152939	100.000	35	0	0	31014	31048	31247	31281	4.10e-08	65.8	157545	152939
sample-1_4_157545	OMGY01000027	98.869	17593	191	4	52277	69869	78856	96440	0.0	31379	157545	147101
sample-1_4_157545	OMGY01000027	97.840	15277	285	19	1	15269	20524	35763	0.0	26341	157545	147101
sample-1_4_157545	OMGY01000027	92.959	18165	1098	126	91868	109931	114397	132481	0.0	26291	157545	147101
sample-1_4_157545	OMGY01000027	94.812	10987	536	20	77052	88023	101058	112025	0.0	17101	157545	147101
sample-1_4_157545	OMGY01000027	94.827	7636	347	24	25894	33500	49163	56779	0.0	11869	157545	147101
sample-1_4_157545	OMGY01000027	97.693	6372	125	20	151169	157540	14425	20774	0.0	10933	157545	147101
sample-1_4_157545	OMGY01000027	94.937	6814	303	15	143726	150501	7611	14420	0.0	10634	157545	147101
sample-1_4_157545	OMGY01000027	95.627	5282	208	16	17497	22773	39305	44568	0.0	8453	157545	147101
sample-1_4_157545	OMGY01000027	90.468	4490	393	30	37198	41667	61414	65888	0.0	5888	157545	147101
sample-1_4_157545	OMGY01000027	94.963	3335	154	14	131332	134661	141754	145079	0.0	5216	157545	147101
sample-1_4_157545	OMGY01000027	97.542	3011	69	4	70443	73449	96951	99960	0.0	5145	157545	147101
sample-1_4_157545	OMGY01000027	96.826	3056	92	5	22769	25823	46115	49166	0.0	5101	157545	147101
sample-1_4_157545	OMGY01000027	96.644	2801	74	13	49485	52277	75927	78715	0.0	4634	157545	147101
sample-1_4_157545	OMGY01000027	94.093	2895	140	22	136658	139546	13	2882	0.0	4370	157545	147101
sample-1_4_157545	OMGY01000027	92.394	2840	145	53	140889	143726	4395	7165	0.0	3982	157545	147101
sample-1_4_157545	OMGY01000027	91.651	2120	165	10	47281	49396	72870	74981	0.0	2924	157545	147101
sample-1_4_157545	OMGY01000027	97.248	1599	41	3	111962	113558	133448	135045	0.0	2706	157545	147101
sample-1_4_157545	OMGY01000027	93.240	1716	111	4	34417	36128	57733	59447	0.0	2521	157545	147101
sample-1_4_157545	OMGY01000027	87.426	2187	239	26	89502	91676	112052	114214	0.0	2483	157545	147101
sample-1_4_157545	OMGY01000027	90.038	1325	122	7	134657	135977	145271	146589	0.0	1707	157545	147101
sample-1_4_157545	OMGY01000027	88.064	1374	145	13	42496	43860	68172	69535	0.0	1611	157545	147101
sample-1_4_157545	OMGY01000027	93.142	1079	68	3	117365	118440	139652	140727	0.0	1578	157545	147101
sample-1_4_157545	OMGY01000027	95.549	966	38	5	116000	116961	137850	138814	0.0	1541	157545	147101
sample-1_4_157545	OMGY01000027	90.986	943	80	3	139663	140605	3433	4370	0.0	1266	157545	147101
sample-1_4_157545	OMGY01000027	89.109	1010	89	11	114664	115673	136172	137160	0.0	1236	157545	147101
sample-1_4_157545	OMGY01000027	94.810	790	41	0	113875	114664	135052	135841	0.0	1232	157545	147101
sample-1_4_157545	OMGY01000027	90.086	696	49	10	36204	36880	60405	61099	0.0	885	157545	147101
sample-1_4_157545	OMGY01000027	91.767	498	41	0	17002	17499	37518	38015	0.0	693	157545	147101
sample-1_4_157545	OMGY01000027	90.476	504	44	4	130590	131090	141254	141756	0.0	662	157545	147101
sample-1_4_157545	OMGY01000027	93.287	432	26	3	136232	136661	146595	147025	2.49e-179	634	157545	147101
sample-1_4_157545	OMGY01000027	81.198	601	109	4	52277	52876	38581	39178	3.44e-133	481	157545	147101
sample-1_4_157545	OMGY01000027	94.483	290	6	6	110199	110480	132907	133194	2.10e-120	438	157545	147101
sample-1_4_157545	OMGY01000027	93.750	272	17	0	129959	130230	140960	141231	1.65e-111	409	157545	147101
sample-1_4_157545	OMGY01000027	93.023	258	14	3	15921	16174	36515	36772	6.00e-101	374	157545	147101
sample-1_4_157545	OMGY01000027	95.906	171	6	1	74160	74329	100895	101065	1.74e-71	276	157545	147101
sample-1_4_157545	OMGY01000027	77.189	434	88	10	51850	52277	38012	38440	1.77e-61	243	157545	147101
sample-1_4_157545	OMGY01000027	91.139	79	5	2	16525	16603	37095	37171	2.42e-20	106	157545	147101
sample-1_4_157545	OMGY01000027	74.704	253	57	5	41694	41944	65987	66234	2.42e-20	106	157545	147101
sample-1_4_157545	OMGY01000027	100.000	39	0	0	31014	31052	54518	54556	2.45e-10	73.1	157545	147101
sample-1_4_157545	OBWI01000023	96.302	16683	526	76	140889	157545	83806	100423	0.0	27305	157545	153977
sample-1_4_157545	OBWI01000023	95.073	16439	725	57	17002	33398	118967	135362	0.0	25791	157545	153977
sample-1_4_157545	OBWI01000023	97.244	12230	304	12	3042	15269	105047	117245	0.0	20687	157545	153977
sample-1_4_157545	OBWI01000023	93.353	10756	687	22	80938	91676	29331	40075	0.0	15876	157545	153977
sample-1_4_157545	OBWI01000023	98.583	8255	110	6	69823	78073	18537	26788	0.0	14589	157545	153977
sample-1_4_157545	OBWI01000023	93.990	9667	508	45	95871	105505	44889	54514	0.0	14565	157545	153977
sample-1_4_157545	OBWI01000023	94.761	5803	299	5	129959	135758	72536	78336	0.0	9027	157545	153977
sample-1_4_157545	OBWI01000023	92.476	5888	377	43	54900	60760	2752	8600	0.0	8359	157545	153977
sample-1_4_157545	OBWI01000023	91.606	5754	454	22	36204	41944	139111	144848	0.0	7923	157545	153977
sample-1_4_157545	OBWI01000023	96.184	2909	98	8	66468	69371	14258	17158	0.0	4745	157545	153977
sample-1_4_157545	OBWI01000023	89.688	3365	278	46	136239	139563	78968	82303	0.0	4228	157545	153977
sample-1_4_157545	OBWI01000023	98.531	1702	21	3	1	1699	100168	101868	0.0	3001	157545	153977
sample-1_4_157545	OBWI01000023	98.249	1713	30	0	34416	36128	136441	138153	0.0	2998	157545	153977
sample-1_4_157545	OBWI01000023	89.740	2115	202	13	47285	49393	150590	152695	0.0	2689	157545	153977
sample-1_4_157545	OBWI01000023	98.201	1334	23	1	1711	3044	102313	103645	0.0	2329	157545	153977
sample-1_4_157545	OBWI01000023	90.695	1741	160	2	93786	95525	42792	44531	0.0	2316	157545	153977
